id,address_type,street,street_additional,city,region,country,postal_code,delivery_instructions,business_id,office_id
21042,delivery,B - 394 CRAIG STREET,,PARKSVILLE,BC,CA,V9P1L4,,,
21043,delivery,UNIT I 394 CRAIG ST.,,PARKSVILLE,BC,CA,V9P1L4,,,
21044,delivery,UNIT K 394 CRAIG ST.,,PARKSVILLE,BC,CA,V9P1L4,,,
21045,delivery,H - 394 CRAIG STREET,,PARKSVILLE,BC,CA,V9P1L4,,,
21046,delivery,2729 Belmont Ave,,asdfa,BC,CA,sdfs,,,
